,"Полож.пед.акселер.,%","Давл.масла двиг.,кПа","Темп.масла двиг.,°С","Обор.двиг.,об/мин",КПП. Температура масла,КПП. Давление масла в системе смазки,Скорость,ДВС. Давление смазки,ДВС. Температура охлаждающей жидкости,"Давление в пневмостистеме (spn46), кПа",Электросистема. Напряжение,ДВС. Частота вращения коленчатого вала,Нейтраль КПП (spn3843),Стояночный тормоз (spn3842),Аварийная температура охлаждающей жидкости (spn3841),Засоренность воздушного фильтра (spn3840),Засоренность фильтра КПП (spn3847),Аварийное давление масла ДВС (spn3846),Засоренность фильтра ДВС (spn3845),Засоренность фильтра рулевого управления (spn3844),Засоренность фильтра навесного оборудования (spn3851),Недопустимый уровень масла в гидробаке (spn3850),Аварийная температура масла в гидросистеме (spn3849),Аварийное давление в I контуре тормозной системы (spn3848),Аварийное давление в II контуре тормозной системы (spn3855),Зарядка АКБ (spn3854),Отопитель (spn3853),Выход блока управления двигателем (spn3852),Включение тормозков (spn3859),Засоренность фильтра слива (spn3858),Аварийная температура масла ДВС(spn3856),Низкий уровень ОЖ (spn3860),Аварийная температура масла ГТР (spn3867),Подогрев топливного фильтра (spn3865)
11973,76.4,408,-273.0,1595.375,-273,1184,10.6,408,82,768,27.9,1595.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11978,76.4,400,-273.0,1628.625,-273,1168,10.6,400,82,768,27.9,1628.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11979,74.8,400,-273.0,1635.0,-273,1168,10.6,400,82,768,27.9,1635.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11980,74.8,400,-273.0,1631.0,-273,1168,10.5,400,82,768,27.9,1631.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11982,79.2,408,-273.0,1677.625,-273,1184,11.0,408,82,768,27.85,1677.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11984,77.6,408,-273.0,1628.625,-273,1168,10.8,408,82,768,27.9,1628.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11985,77.6,396,-273.0,1651.5,-273,1168,10.4,396,82,768,27.9,1651.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11986,78.0,408,-273.0,1634.0,-273,1168,10.8,408,82,768,27.9,1634.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11988,78.0,408,-273.0,1682.0,-273,1184,10.8,408,82,768,27.9,1682.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12010,78.0,400,-273.0,1621.0,-273,1184,10.7,400,82,768,27.9,1621.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12051,76.4,400,-273.0,1683.625,-273,1184,10.8,400,82,784,27.9,1683.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12052,74.0,380,-273.0,1613.0,-273,1184,10.4,380,82,784,27.9,1613.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12053,76.4,400,-273.0,1644.625,-273,1184,0.0,400,82,784,27.9,1644.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12055,76.4,400,-273.0,1621.875,-273,1184,10.7,400,82,784,27.9,1621.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12056,76.4,388,-273.0,1616.25,-273,1168,10.6,388,82,784,27.9,1616.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12057,77.6,388,-273.0,1629.75,-273,1184,10.6,388,82,784,27.9,1629.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12063,74.4,388,-273.0,1578.125,-273,1168,10.5,388,82,784,27.9,1578.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12065,77.2,400,-273.0,1658.625,-273,1168,10.8,400,82,784,27.9,1658.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12066,77.6,400,-273.0,1645.75,-273,1168,10.8,400,82,784,27.9,1645.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12067,77.6,400,-273.0,1668.0,-273,1168,0.0,400,82,784,27.9,1668.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12068,76.4,400,-273.0,1640.0,-273,1168,0.0,400,82,784,27.9,1640.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12070,78.8,400,-273.0,1648.125,-273,1168,10.8,400,82,784,27.9,1648.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12074,78.0,408,-273.0,1675.25,-273,1168,0.0,408,83,784,27.9,1675.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12075,77.2,400,-273.0,1686.0,-273,1168,10.9,400,82,784,27.9,1686.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12079,77.2,400,-273.0,1654.0,-273,1168,10.8,400,82,784,27.9,1654.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12080,78.8,408,-273.0,1681.25,-273,1168,11.0,408,82,784,27.9,1681.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12085,76.0,400,-273.0,1649.25,-273,1168,10.7,400,82,784,27.9,1649.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12274,75.2,408,-273.0,1594.25,-273,1184,10.3,408,82,768,27.9,1594.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12275,75.2,420,-273.0,1627.5,-273,1184,10.6,420,82,768,27.9,1627.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12280,74.4,400,-273.0,1600.875,-273,1184,10.1,400,82,760,27.9,1600.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12281,72.8,408,-273.0,1586.75,-273,1184,10.3,408,82,768,27.9,1586.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12373,74.8,408,-273.0,1611.875,-273,1200,10.5,408,82,784,27.9,1611.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12376,78.8,420,-273.0,1662.125,-273,1200,10.9,420,83,784,27.9,1662.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12378,78.4,420,-273.0,1663.375,-273,1200,10.7,420,82,784,27.9,1663.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12398,76.0,420,-273.0,1665.625,-273,1200,10.8,420,82,784,27.9,1665.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12402,73.6,400,-273.0,1665.625,-273,1200,0.0,400,83,784,27.9,1665.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12403,72.4,400,-273.0,1579.25,-273,1200,10.4,400,82,784,27.9,1579.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12404,78.0,420,-273.0,1656.0,-273,1200,10.7,420,82,784,27.85,1656.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12408,79.2,420,-273.0,1680.0,-273,1200,10.9,420,82,784,27.9,1680.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12410,78.4,420,-273.0,1675.25,-273,1200,10.9,420,83,784,27.9,1675.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12411,79.2,420,-273.0,1671.625,-273,1200,10.9,420,83,784,27.85,1671.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12417,79.6,420,-273.0,1666.875,-273,1200,10.9,420,83,784,27.9,1666.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12420,79.6,420,-273.0,1658.625,-273,1200,11.0,420,82,784,27.9,1658.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12421,77.2,408,-273.0,1663.375,-273,1200,0.0,408,82,784,27.9,1663.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12423,76.4,400,-273.0,1678.875,-273,1200,10.6,400,83,784,27.85,1678.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12428,77.6,420,-273.0,1633.125,-273,1200,10.9,420,82,784,27.9,1633.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12430,75.6,400,-273.0,1626.375,-273,1200,10.6,400,82,784,27.85,1626.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12431,78.8,420,-273.0,1638.875,-273,1200,10.8,420,82,784,27.9,1638.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12432,78.4,408,-273.0,1661.0,-273,1200,10.8,408,82,784,27.9,1661.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12433,76.8,408,-273.0,1663.375,-273,1200,0.0,408,83,784,27.9,1663.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12434,76.8,400,-273.0,1614.0,-273,1200,0.0,400,83,784,27.9,1614.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12438,76.4,400,-273.0,1625.25,-273,1200,10.6,400,83,784,27.9,1625.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12439,76.4,400,-273.0,1631.0,-273,1200,0.0,400,83,784,27.9,1631.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12442,78.8,420,-273.0,1676.5,-273,1200,10.9,420,82,784,27.85,1676.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12443,77.2,408,-273.0,1669.25,-273,1200,10.9,408,83,784,27.9,1669.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12448,73.2,388,-273.0,1600.875,-273,1200,10.3,388,82,784,27.9,1600.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12449,73.2,400,-273.0,1593.25,-273,1200,10.5,400,83,784,27.9,1593.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12460,72.8,388,-273.0,1609.625,-273,1200,10.2,388,83,784,27.9,1609.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12476,71.2,384,-273.0,1588.875,-273,1184,10.0,384,82,768,27.9,1588.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12508,77.6,408,-273.0,1656.25,-273,1200,10.7,408,82,784,27.95,1656.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12516,76.8,400,-273.0,1655.0,-273,1200,10.6,400,83,784,27.95,1655.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12526,75.6,400,-273.0,1594.25,-273,1200,10.4,400,82,768,27.9,1594.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12527,76.4,400,-273.0,1670.5,-273,1200,10.7,400,82,768,27.9,1670.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12535,77.2,408,-273.0,1654.0,-273,1184,0.0,408,82,768,27.9,1654.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12561,77.2,400,-273.0,1680.0,-273,1200,11.0,400,83,768,27.9,1680.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12608,73.2,380,-273.0,1596.5,-273,1184,10.2,380,83,784,27.9,1596.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12609,76.8,408,-273.0,1617.375,-273,1200,10.6,408,83,784,27.9,1617.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12619,76.4,400,-273.0,1635.5,-273,1184,10.6,400,82,784,27.85,1635.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12632,80.0,420,-273.0,1659.75,-273,1184,10.8,420,83,784,27.9,1659.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12634,76.0,400,-273.0,1631.0,-273,1184,0.0,400,83,784,27.9,1631.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12635,76.0,400,-273.0,1644.0,-273,1184,0.0,400,82,784,27.9,1644.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12636,76.8,408,-273.0,1674.0,-273,1184,10.7,408,83,784,27.9,1674.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12637,78.0,400,-273.0,1665.625,-273,1184,0.0,400,83,784,27.9,1665.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12640,79.2,408,-273.0,1686.0,-273,1184,10.9,408,82,784,27.9,1686.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12641,79.2,408,-273.0,1694.5,-273,1184,11.0,408,83,784,27.85,1694.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12642,76.0,400,-273.0,1618.0,-273,1168,0.0,400,83,784,27.9,1618.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12643,78.8,400,-273.0,1662.125,-273,1184,10.8,400,82,784,27.9,1662.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12646,76.8,400,-273.0,1666.875,-273,1168,10.7,400,83,784,27.9,1666.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12670,72.0,400,-273.0,1605.25,-273,1184,10.5,400,82,768,27.9,1605.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12672,77.2,420,-273.0,1633.0,-273,1200,10.7,420,82,768,27.9,1633.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12677,78.0,412,-273.0,1662.0,-273,1184,10.8,412,82,768,27.9,1662.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12678,78.0,416,-273.0,1677.625,-273,1184,10.8,416,82,768,27.9,1677.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12686,76.8,420,-273.0,1655.0,-273,1168,10.8,420,82,768,27.9,1655.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12691,77.6,400,-273.0,1647.0,-273,1168,10.6,400,83,768,27.9,1647.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12698,78.4,416,-273.0,1680.0,-273,1168,11.0,416,83,768,27.9,1680.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12708,77.2,408,-273.0,1663.375,-273,1168,10.8,408,82,768,27.9,1663.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12711,76.0,400,-273.0,1647.0,-273,1152,10.6,400,82,768,27.9,1647.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12717,78.0,400,-273.0,1634.375,-273,1168,10.7,400,82,768,27.9,1634.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12718,77.6,400,-273.0,1661.0,-273,1168,10.8,400,83,768,27.85,1661.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12823,77.2,388,-273.0,1632.0,-273,1184,10.4,388,82,784,27.9,1632.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12829,79.6,420,-273.0,1691.0,-273,1184,11.0,420,82,784,27.9,1691.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12832,78.4,408,-273.0,1669.25,-273,1184,10.8,408,82,784,27.9,1669.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12835,76.0,400,-273.0,1654.0,-273,1184,0.0,400,83,784,27.9,1654.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13016,77.6,420,-273.0,1634.375,-273,1184,10.7,420,82,768,27.9,1634.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13019,72.8,408,-273.0,1590.0,-273,1184,10.3,408,82,768,27.9,1590.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13036,76.0,420,-273.0,1636.5,-273,1168,10.8,420,83,768,27.9,1636.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13039,76.8,408,-273.0,1663.0,-273,1168,10.7,408,83,768,27.9,1663.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13051,77.6,420,-273.0,1659.75,-273,1168,10.9,420,82,768,27.9,1659.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13056,77.6,420,-273.0,1674.0,-273,1168,10.7,420,83,768,27.85,1674.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13089,77.2,420,-273.0,1666.875,-273,1168,10.9,420,82,784,27.9,1666.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13091,77.2,420,-273.0,1665.625,-273,1168,10.8,420,82,784,27.9,1665.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13092,79.6,420,-273.0,1680.0,-273,1168,10.8,420,83,784,27.9,1680.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13098,78.4,408,-273.0,1663.375,-273,1184,10.8,408,83,768,27.85,1663.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13101,76.8,408,-273.0,1632.0,-273,1168,10.6,408,83,768,27.9,1632.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13102,77.2,408,-273.0,1656.25,-273,1168,10.7,408,83,768,27.85,1656.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13109,79.6,420,-273.0,1683.625,-273,1168,10.9,420,83,768,27.9,1683.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13119,76.0,400,-273.0,1641.125,-273,1168,0.0,400,83,768,27.9,1641.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13129,78.8,420,-273.0,1663.375,-273,1168,11.0,420,82,768,27.9,1663.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13133,77.6,408,-273.0,1634.375,-273,1168,10.7,408,83,768,27.9,1634.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13141,78.8,420,-273.0,1665.625,-273,1184,10.8,420,83,776,27.85,1665.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13174,78.4,408,-273.0,1662.125,-273,1184,10.8,408,83,768,27.9,1662.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13177,79.6,408,-273.0,1693.375,-273,1184,10.9,408,83,768,27.9,1693.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13179,76.8,408,-273.0,1672.875,-273,1184,10.7,408,83,768,27.9,1672.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13180,78.8,420,-273.0,1654.0,-273,1184,10.9,420,83,768,27.9,1654.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13181,78.0,408,-273.0,1640.0,-273,1184,10.7,408,83,768,27.9,1640.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13182,77.2,400,-273.0,1643.5,-273,1184,10.7,400,83,768,27.9,1643.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13183,78.0,412,-273.0,1672.875,-273,1184,10.8,412,83,768,27.9,1672.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13184,78.0,400,-273.0,1655.0,-273,1184,10.7,400,83,768,27.9,1655.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13185,76.8,400,-273.0,1650.5,-273,1184,10.8,400,83,768,27.9,1650.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13188,78.8,400,-273.0,1662.0,-273,1184,10.8,400,82,768,27.9,1662.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13199,77.2,408,-273.0,1644.625,-273,1168,10.7,408,82,768,27.9,1644.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13200,76.8,412,-273.0,1662.125,-273,1168,10.8,412,83,768,27.9,1662.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13201,77.2,412,-273.0,1658.625,-273,1168,10.9,412,83,768,27.85,1658.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13208,78.0,408,-273.0,1659.75,-273,1168,10.9,408,82,776,27.8,1659.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13209,78.0,408,-273.0,1688.5,-273,1168,10.9,408,83,776,27.9,1688.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13221,79.6,400,-273.0,1697.0,-273,1168,10.9,400,83,776,27.9,1697.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13224,76.8,400,-273.0,1658.625,-273,1168,0.0,400,83,776,27.9,1658.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13229,79.2,408,-273.0,1686.0,-273,1168,10.8,408,83,776,27.85,1686.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13233,78.8,408,-273.0,1687.25,-273,1168,11.0,408,83,776,27.85,1687.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13234,78.4,400,-273.0,1687.25,-273,1168,10.9,400,83,776,27.8,1687.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13254,77.6,400,-273.0,1654.0,-273,1168,10.7,400,82,784,27.9,1654.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13256,78.8,400,-273.0,1674.0,-273,1168,0.0,400,83,784,27.85,1674.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13257,78.8,408,-273.0,1681.25,-273,1168,10.9,408,83,784,27.9,1681.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13261,77.6,400,-273.0,1658.625,-273,1168,0.0,400,83,784,27.9,1658.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13264,79.6,420,-273.0,1668.0,-273,1168,10.9,420,83,784,27.85,1668.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13268,79.6,408,-273.0,1681.25,-273,1168,11.0,408,83,784,27.85,1681.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13269,79.6,400,-273.0,1682.5,-273,1168,10.8,400,83,784,27.8,1682.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13270,79.2,408,-273.0,1650.5,-273,1168,10.9,408,83,784,27.85,1650.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13273,80.0,408,-273.0,1684.875,-273,1168,10.8,408,83,784,27.9,1684.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13276,76.8,400,-273.0,1642.375,-273,1168,10.7,400,83,784,27.85,1642.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13301,74.8,408,-273.0,1607.5,-273,1168,10.2,408,83,784,27.85,1607.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13302,70.8,420,-273.0,1627.5,-273,1184,10.4,420,82,784,27.9,1627.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13309,79.6,420,-273.0,1695.0,-273,1168,11.1,420,83,784,27.85,1695.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13320,73.6,400,-273.0,1655.0,-273,1184,0.0,400,82,784,27.9,1655.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13403,78.0,400,-273.0,1656.25,-273,1184,13.0,400,83,784,27.9,1656.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13405,74.8,388,-273.0,1628.625,-273,1168,10.7,388,83,784,27.8,1628.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13406,76.4,400,-273.0,1604.125,-273,1184,10.6,400,83,784,27.9,1604.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13410,75.6,400,-273.0,1565.5,-273,1184,10.4,400,83,784,27.85,1565.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13412,78.0,408,-273.0,1649.0,-273,1184,10.9,408,82,784,27.85,1649.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13417,78.0,420,-273.0,1649.25,-273,1184,10.9,420,82,784,27.9,1649.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13420,77.2,408,-273.0,1668.0,-273,1200,10.9,408,83,784,27.85,1668.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13422,79.2,420,-273.0,1683.625,-273,1184,11.0,420,82,784,27.9,1683.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
